Z,eV,cosP,RND
6,102,1.0,0.0
6,102,0.9998476951563913,0.001253514792749758
6,102,0.9993908270190958,0.004996365304690232
6,102,0.9986295347545738,0.011175993578689267
6,102,0.9975640502598242,0.019706534457291414
6,102,0.9961946980917455,0.030471326697898305
6,102,0.9945218953682733,0.043326232742133285
6,102,0.992546151641322,0.05810364418247074
6,102,0.9902680687415704,0.07461697141088128
6,102,0.9876883405951378,0.0926654183242823
6,102,0.984807753012208,0.1120388395767596
6,102,0.981627183447664,0.1325225346837178
6,102,0.9781476007338057,0.15390175865364836
6,102,0.9743700647852352,0.1759658471618402
6,102,0.9702957262759965,0.19851187758778904
6,102,0.9659258262890683,0.22134773048882672
6,102,0.9612616959383189,0.24429457227088658
6,102,0.9563047559630354,0.26718872300843904
6,102,0.9510565162951535,0.28988294119782737
6,102,0.9455185755993168,0.31224715818533266
6,102,0.9396926207859084,0.33416871305125245
6,102,0.9335804264972017,0.3555521648018967
6,102,0.9271838545667874,0.37631874189776154
6,102,0.9205048534524404,0.39640549869736896
6,102,0.9135454576426009,0.41576425911910114
6,102,0.9063077870366499,0.4343603987114679
6,102,0.898794046299167,0.45217153522829523
6,102,0.8910065241883679,0.4691861695486157
6,102,0.882947592858927,0.4854023184669634
6,102,0.8746197071393957,0.5008261806491047
6,102,0.8660254037844387,0.515470859877298
6,102,0.8571673007021123,0.5293551708864958
6,102,0.848048096156426,0.5425025269077914
6,102,0.838670567945424,0.5549399368511679
6,102,0.8290375725550416,0.5666971049808804
6,102,0.8191520442889918,0.5778056265377025
6,102,0.8090169943749475,0.5882982989102021
6,102,0.7986355100472928,0.598208527513473
6,102,0.788010753606722,0.6075698180434737
6,102,0.7771459614569709,0.6164153595799073
6,102,0.766044443118978,0.6247776883844591
6,102,0.7547095802227721,0.6326884162370019
6,102,0.7431448254773942,0.6401780177958677
6,102,0.7313537016191706,0.6472756768139003
6,102,0.7193398003386512,0.6540091803479083
6,102,0.7071067811865476,0.6604048492413498
6,102,0.6946583704589974,0.6664875028643746
6,102,0.6819983600624985,0.6722804512003027
6,102,0.6691306063588582,0.6778055107400197
6,102,0.6560590289905073,0.6830830381431358
6,102,0.6427876096865394,0.6881319770223403
6,102,0.6293203910498375,0.6929699158872015
6,102,0.6156614753256583,0.6976131534533282
6,102,0.6018150231520484,0.702076769192805
6,102,0.5877852522924731,0.7063746963145243
6,102,0.5735764363510462,0.710519797074762
6,102,0.5591929034707468,0.7145239370800031
6,102,0.5446390350150272,0.7183980580190599
6,102,0.5299192642332049,0.7221522492839358
6,102,0.5150380749100544,0.7257958157110118
6,102,0.5000000000000001,0.7293373423022179
6,102,0.4848096202463371,0.7327847561665797
6,102,0.46947156278589086,0.7361453828417045
6,102,0.4539904997395468,0.7394259993750866
6,102,0.43837114678907746,0.7426328848659893
6,102,0.42261826174069944,0.7457718646479828
6,102,0.4067366430758002,0.7488483513862729
6,102,0.39073112848927394,0.7518673837428506
6,102,0.37460659341591196,0.7548336604660079
6,102,0.3583679495453004,0.7577515706950895
6,102,0.3420201433256688,0.7606252223706284
6,102,0.32556815445715676,0.7634584667951279
6,102,0.30901699437494745,0.7662549198944015
6,102,0.29237170472273677,0.7690179828042787
6,102,0.27563735581699916,0.7717508589682563
6,102,0.25881904510252074,0.7744565694824748
6,102,0.2419218955996679,0.7771379659118056
6,102,0.22495105434386492,0.779797741923212
6,102,0.20791169081775945,0.7824384440543357
6,102,0.19080899537654492,0.7850624799412771
6,102,0.17364817766693041,0.7876721259119869
6,102,0.15643446504023092,0.7902695333292292
6,102,0.1391731009600657,0.7928567346234923
6,102,0.12186934340514749,0.795435647892117
6,102,0.10452846326765346,0.7980080799822538
6,102,0.08715574274765814,0.8005757311569501
6,102,0.06975647374412546,0.8031401976067726
6,102,0.052335956242943966,0.8057029728170224
6,102,0.03489949670250108,0.8082654509161374
6,102,0.017452406437283376,0.8108289277517932
6,102,6.123233995736766e-17,0.8133946023076949
6,102,-0.017452406437283477,0.8159635779084381
6,102,-0.03489949670250073,0.81853686372324
6,102,-0.05233595624294362,0.8211153754899622
6,102,-0.06975647374412533,0.8236999365029476
6,102,-0.08715574274765824,0.8262912788522141
6,102,-0.10452846326765333,0.8288900427856536
6,102,-0.12186934340514737,0.831496779467943
6,102,-0.13917310096006535,0.8341119507920719
6,102,-0.15643446504023104,0.8367359299207728
6,102,-0.1736481776669303,0.839369003611202
6,102,-0.1908089953765448,0.8420113710550927
6,102,-0.20791169081775912,0.8446631460492784
6,102,-0.2249510543438648,0.8473243588143952
6,102,-0.24192189559966779,0.8499949564160305
6,102,-0.25881904510252085,0.8526748038781721
6,102,-0.27563735581699905,0.8553636854539898
6,102,-0.29237170472273666,0.8580613060508531
6,102,-0.30901699437494734,0.8607672933016637
6,102,-0.3255681544571564,0.8634811992625063
6,102,-0.3420201433256687,0.8662025007350687
6,102,-0.35836794954530027,0.8689306022312003
6,102,-0.37460659341591207,0.8716648380526159
6,102,-0.3907311284892736,0.8744044734777728
6,102,-0.40673664307580004,0.8771487065832556
6,102,-0.42261826174069933,0.8798966711234937
6,102,-0.4383711467890775,0.8826474380686812
6,102,-0.4539904997395467,0.8854000172254402
6,102,-0.46947156278589053,0.8881533613461535
6,102,-0.484809620246337,0.8909063669763067
6,102,-0.4999999999999998,0.8936578772685291
6,102,-0.5150380749100543,0.8964066844229607
6,102,-0.5299192642332048,0.8991515317080763
6,102,-0.5446390350150271,0.9018911164875589
6,102,-0.5591929034707467,0.9046240928136403
6,102,-0.5735764363510458,0.9073490740875664
6,102,-0.587785252292473,0.9100646353123356
6,102,-0.6018150231520484,0.912769315846825
6,102,-0.6156614753256583,0.9154616217619325
6,102,-0.6293203910498373,0.9181400290790424
6,102,-0.6427876096865394,0.9208029861921442
6,102,-0.6560590289905075,0.9234489167149397
6,102,-0.6691306063588582,0.9260762219646672
6,102,-0.6819983600624984,0.9286832838363847
6,102,-0.694658370458997,0.9312684677104413
6,102,-0.7071067811865475,0.9338301245638907
6,102,-0.7193398003386512,0.9363665938942877
6,102,-0.7313537016191705,0.9388762066122905
6,102,-0.743144825477394,0.9413572875685359
6,102,-0.754709580222772,0.9438081584131148
6,102,-0.7660444431189779,0.9462271401072188
6,102,-0.7771459614569707,0.9486125550626425
6,102,-0.7880107536067219,0.9509627303165404
6,102,-0.7986355100472929,0.9532759999773819
6,102,-0.8090169943749473,0.9555507073357082
6,102,-0.8191520442889916,0.9577852076005532
6,102,-0.8290375725550416,0.9599778705901388
6,102,-0.8386705679454242,0.9621270827646407
6,102,-0.848048096156426,0.9642312495473001
6,102,-0.8571673007021122,0.9662887976193217
6,102,-0.8660254037844387,0.9682981777000144
6,102,-0.8746197071393957,0.9702578664587649
6,102,-0.8829475928589268,0.9721663681257734
6,102,-0.8910065241883678,0.9740222171399283
6,102,-0.898794046299167,0.9758239801924068
6,102,-0.9063077870366499,0.9775702582087827
6,102,-0.9135454576426008,0.9792596880676127
6,102,-0.9205048534524402,0.9808909447001602
6,102,-0.9271838545667873,0.9824627429216779
6,102,-0.9335804264972017,0.9839738387764434
6,102,-0.9396926207859083,0.985423031653685
6,102,-0.9455185755993167,0.9868091657397184
6,102,-0.9510565162951535,0.9881311315721371
6,102,-0.9563047559630354,0.9893878675648939
6,102,-0.9612616959383187,0.9905783612688662
6,102,-0.9659258262890682,0.9917016509099452
6,102,-0.9702957262759965,0.9927568265302185
6,102,-0.9743700647852352,0.9937430312131238
6,102,-0.9781476007338057,0.9946594622361151
6,102,-0.981627183447664,0.9955053720302092
6,102,-0.984807753012208,0.9962800691925935
6,102,-0.9876883405951377,0.9969829195057834
6,102,-0.9902680687415703,0.9976133466768127
6,102,-0.992546151641322,0.998170833015936
6,102,-0.9945218953682733,0.9986549202015399
6,102,-0.9961946980917455,0.999065209770885
6,102,-0.9975640502598242,0.9994013636959053
6,102,-0.9986295347545738,0.9996631048494117
6,102,-0.9993908270190958,0.9998502172966336
6,102,-0.9998476951563913,0.9999625465962739
6,102,-1.0,1.0
